habitat,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,class
p,k,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
d,k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
g,b,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,e
d,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
l,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,e
p,x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,e
d,f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
g,b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,e
p,x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
l,f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,f,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
d,k,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
g,x,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,e
g,b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,e
l,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,e
d,k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
l,k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
l,f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
d,f,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,p
d,x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
l,x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
l,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
g,x,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,e
d,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
d,k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
l,k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,k,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
g,k,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,e
p,k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
l,k,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
d,k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
l,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
d,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
d,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,e
p,f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
d,k,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
d,x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,e
d,f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
g,k,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,e
d,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
l,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
l,k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,k,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
l,k,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
d,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,e
p,k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
l,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,e
g,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,e
d,k,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,p
l,k,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
d,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,c,e
d,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
d,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
g,k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,e
g,x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,e
l,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,e
d,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
l,k,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
g,x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,e
g,k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,e
g,k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,e
l,k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,e
g,x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,e
d,k,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
g,b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,e
p,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
d,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,e
g,x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,e
p,f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
d,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
g,x,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,e
g,k,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,e
d,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,e
d,k,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
l,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,e
l,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,e
l,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
d,x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
d,x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
d,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
g,k,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,e
l,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,e
d,k,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,p
g,x,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,e
l,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,e
l,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,e
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
g,k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,e
g,x,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,e
l,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,v,e
d,k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,k,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
d,f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
g,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,e
d,f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
l,k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,e
l,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,e
l,k,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,e
d,k,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
l,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
d,x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
d,x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
d,k,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,e
d,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
d,x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,p
l,k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,e
d,k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
d,k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
d,f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,e
l,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
d,k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
l,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
l,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,e
d,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
d,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
g,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,e
p,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
l,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
g,k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,e
l,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,v,e
d,f,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,p
d,k,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
l,f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
l,k,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
g,x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,e
p,k,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
d,x,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,p
p,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
l,k,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
g,b,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,e
d,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
l,f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
d,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
d,k,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
g,b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,e
d,k,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,p
d,f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
l,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,e
d,f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
g,k,f,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,e
d,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
d,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
d,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
g,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,e
p,f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
l,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,e
d,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
d,k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
d,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
l,k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
l,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,e
g,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,e
l,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,e
g,x,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,e
d,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
d,f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
d,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
g,b,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,e
d,f,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
g,b,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,e
d,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
l,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
d,f,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,p
d,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
l,x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
l,f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
l,f,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
d,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,e
p,x,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
l,k,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
l,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
g,b,s,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,e
l,x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
d,f,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
d,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
g,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,e
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
d,f,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
d,f,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,p
g,b,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,e
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,k,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,e
l,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,e
l,k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
l,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
l,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,e
l,k,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
d,k,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,k,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,f,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,e
l,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,e
g,b,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,e
p,k,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
g,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,e
p,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
d,k,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
l,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,e
p,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
d,x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
d,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
d,k,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,e
d,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
d,f,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
g,k,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,e
d,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
g,b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,e
l,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
g,x,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,e
l,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,e
p,k,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
l,k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
g,k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,e
l,x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
l,k,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
g,x,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,e
p,k,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
l,k,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
l,k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,k,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
g,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,e
p,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
l,k,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
g,x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,e
l,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,e
